SiteID,Month,SetTime,EndTime,Hours,Weather,TrapType,TrapNumber,IsEmpty,IsCompromised,Species,TotalNumber,NumMales,NumFemales,Male1,Male2,Male3,Male4,Male5,Male6,Male7,Male8,Male9,Male10,Female1,Female2,Female3,Female4,Female5,Female6,Female7,Female8,Female9,Female10,Mortalities,Gravid,WSGNotes,MonitorNotes,EGCID
177,June,6/11/21 16:45,6/12/21 7:55,15.17,LightRain,Fukui,2,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,June,6/11/21 16:45,6/12/21 7:55,15.17,LightRain,Minnow,2,N,N,HEOR,204,180,24,20,20,20,16,19,19,20,16,16,17,16,19,18,15,16,15,17,17,15,15,0,0,,,
177,June,6/11/21 16:45,6/12/21 7:55,15.17,LightRain,Minnow,2,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,June,6/11/21 16:45,6/12/21 7:55,15.17,LightRain,Fukui,3,N,N,HEOR,113,109,4,17,21,19,21,19,19,21,20,19,17,18,20,16,16,,,,,,,0,0,,,
177,June,6/11/21 16:45,6/12/21 7:55,15.17,LightRain,Fukui,3,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,June,6/11/21 16:45,6/12/21 7:55,15.17,LightRain,Minnow,3,N,N,HEOR,173,150,23,20,15,17,15,21,19,20,20,20,18,10,15,16,19,16,17,15,13,19,11,0,0,,,
177,June,6/11/21 16:45,6/12/21 7:55,15.17,LightRain,Minnow,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/10/21 16:29,7/11/21 7:43,15.23,Clear,Fukui,1,N,N,HEOR,46,39,7,19,21,20,15,16,15,17,16,19,17,17,16,16,16,17,18,15,,,,0,0,,,
177,July,7/10/21 16:29,7/11/21 7:43,15.23,Clear,Fukui,1,N,N,LEAR,7,,,,,,,,,,,,,,,,,,,,,,,0,,,,
528,August,8/9/23 8:40,8/10/23 6:20,21.66666667,Clouds,Minnow,2,N,N,HEOR,191,152,39,21,18,16,20,22,20,18,18,18,20,19,15,20,12,15,16,18,20,18,17,0,0,,"Start soaking 11:50am, end soaking 2:45am",
177,July,7/10/21 16:29,7/11/21 7:43,15.23,Clear,Minnow,1,N,N,LEAR,6,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/10/21 16:29,7/11/21 7:43,15.23,Clear,Fukui,2,N,N,HEOR,40,32,8,15,22,21,17,18,19,19,20,18,19,15,20,17,20,15,17,16,16,,,0,0,,,
177,July,7/10/21 16:29,7/11/21 7:43,15.23,Clear,Fukui,2,N,N,LEAR,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/10/21 16:29,7/11/21 7:43,15.23,Clear,Minnow,2,N,N,HEOR,163,132,31,18,17,17,10,23,13,21,16,13,10,17,19,16,17,16,16,18,16,15,17,0,2,,,
177,July,7/10/21 16:29,7/11/21 7:43,15.23,Clear,Minnow,2,N,N,LEAR,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/10/21 16:29,7/11/21 7:43,15.23,Clear,Fukui,3,N,N,HEOR,50,44,6,21,19,20,15,20,18,19,21,17,19,16,16,19,15,16,18,,,,,0,1,,,
177,July,7/10/21 16:29,7/11/21 7:43,15.23,Clear,Fukui,3,N,N,LEAR,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/10/21 16:29,7/11/21 7:43,15.23,Clear,Minnow,3,N,N,HEOR,187,156,31,15,22,20,24,17,18,14,17,16,18,19,16,18,19,16,20,15,14,17,16,0,0,,,
528,August,8/9/23 8:40,8/10/23 6:20,21.66666667,Clouds,Fukui,3,Y,N,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,"Start soaking 11:50am, end soaking 2:45am",
177,August,8/6/21 14:55,8/7/21 6:25,15.5,LightRain,Minnow,1,N,N,HEOR,177,159,18,17,21,21,19,18,18,21,17,20,19,16,16,14,15,17,16,17,16,21,14,0,0,,,
528,August,8/9/23 8:40,8/10/23 6:20,21.66666667,Clouds,Minnow,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,1,,,"Start soaking 11:50am, end soaking 2:45am",
177,August,8/6/21 14:55,8/7/21 6:25,15.5,LightRain,Fukui,2,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,August,8/6/21 14:55,8/7/21 6:25,15.5,LightRain,Minnow,2,N,N,HENU,1,1,0,22,,,,,,,,,,,,,,,,,,,,0,0,,,
177,August,8/6/21 14:55,8/7/21 6:25,15.5,LightRain,Minnow,2,N,N,HEOR,89,70,19,18,17,20,18,18,14,15,19,15,17,16,15,15,15,17,13,17,15,10,14,0,1,,,
528,August,8/9/23 8:40,8/10/23 6:20,21.66666667,Clouds,Minnow,3,N,N,HEOR,100,77,23,23,23,22,17,18,21,25,19,19,13,23,17,20,14,14,14,15,16,16,17,0,0,,"Start soaking 11:50am, end soaking 2:45am",
177,August,8/6/21 14:55,8/7/21 6:25,15.5,LightRain,Fukui,3,N,N,HENU,1,1,0,20,,,,,,,,,,,,,,,,,,,,0,0,,,
529,August,8/9/23 9:30,8/10/23 7:38,22.13333333,Clouds,Fukui,1,N,N,HEOR,30,27,3,16,20,16,17,21,17,16,19,17,15,17,16,15,,,,,,,,0,0,,"Start soaking 11:50am, end soaking 2:45am",
177,August,8/6/21 14:55,8/7/21 6:25,15.5,LightRain,Fukui,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,August,8/6/21 14:55,8/7/21 6:25,15.5,LightRain,Minnow,3,N,N,HEOR,127,114,13,16,12,18,18,19,17,19,19,19,16,19,17,19,18,15,19,14,20,20,16,0,0,,,
177,August,8/6/21 14:55,8/7/21 6:25,15.5,LightRain,Minnow,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,April,4/20/22 18:30,4/21/22 11:00,16.5,HeavyRain,Fukui,1,N,N,HEOR,29,28,1,18,23,20,20,19,20,21,21,18,18,20,,,,,,,,,,0,0,,,
177,April,4/20/22 18:30,4/21/22 11:00,16.5,HeavyRain,Minnow,1,N,N,HEOR,53,47,6,20,16,20,20,24,19,19,16,14,17,15,16,10,15,12,14,,,,,0,0,,,
177,April,4/20/22 18:30,4/21/22 11:00,16.5,HeavyRain,Fukui,2,N,N,HENU,1,0,1,,,,,,,,,,,20,,,,,,,,,,0,0,,,
177,April,4/20/22 18:30,4/21/22 11:00,16.5,HeavyRain,Fukui,2,N,N,HEOR,41,40,1,20,19,21,20,22,21,16,21,23,20,17,,,,,,,,,,0,0,,,
177,April,4/20/22 18:30,4/21/22 11:00,16.5,HeavyRain,Minnow,2,N,N,HEOR,89,78,11,21,23,18,18,20,19,16,17,21,16,15,17,16,15,17,13,16,16,11,18,0,0,,,
177,April,4/20/22 18:30,4/21/22 11:00,16.5,HeavyRain,Fukui,3,N,N,HEOR,25,25,0,17,22,10,23,23,18,23,20,23,21,,,,,,,,,,,0,,,,
529,August,8/9/23 9:30,8/10/23 7:38,22.13333333,Clouds,Minnow,1,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,2,,,"Start soaking 11:50am, end soaking 2:45am",
177,April,4/20/22 18:30,4/21/22 11:00,16.5,HeavyRain,Minnow,3,N,N,HEOR,28,22,6,11,17,21,14,19,21,14,17,18,22,9,19,17,19,12,15,,,,,0,0,,,
177,May,5/20/22 19:30,5/21/22 10:45,15.25,Clear,Fukui,1,N,N,HEOR,66,64,2,19,22,20,24,22,18,19,26,21,23,20,21,,,,,,,,,0,0,,,
177,May,5/20/22 19:30,5/21/22 10:45,15.25,Clear,Minnow,1,N,N,HEOR,92,71,21,20,20,21,19,17,19,22,20,14,20,14,20,16,21,16,19,16,16,18,18,0,0,,,
177,May,5/20/22 19:30,5/21/22 10:45,15.25,Clear,Minnow,1,N,N,LEAR,6,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,May,5/20/22 19:30,5/21/22 10:45,15.25,Clear,Fukui,2,N,N,HEOR,59,57,2,21,19,21,20,17,20,20,22,19,23,21,17,,,,,,,,,0,0,,,
177,May,5/20/22 19:30,5/21/22 10:45,15.25,Clear,Minnow,2,N,N,HEOR,104,77,27,25,22,19,20,17,20,13,19,19,20,15,16,15,16,13,16,19,13,15,16,0,0,,,
177,May,5/20/22 19:30,5/21/22 10:45,15.25,Clear,Fukui,3,N,N,HEOR,22,21,1,19,19,25,19,18,21,21,24,21,22,21,,,,,,,,,,0,0,,,
177,May,5/20/22 19:30,5/21/22 10:45,15.25,Clear,Minnow,3,N,N,HEOR,136,100,36,20,19,16,19,17,20,20,18,18,19,17,18,15,21,14,14,16,15,14,15,0,0,,,
177,May,5/20/22 19:30,5/21/22 10:45,15.25,Clear,Minnow,3,N,N,LEAR,13,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,June,6/17/22 18:15,6/18/22 9:50,15.58333333,LightRain,Fukui,1,N,N,HEOR,138,131,7,20,19,19,20,21,19,20,19,21,25,19,13,18,16,17,18,20,,,,0,0,,,
177,June,6/17/22 18:15,6/18/22 9:50,15.58333333,LightRain,Fukui,1,N,N,LEAR,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,June,6/17/22 18:15,6/18/22 9:50,15.58333333,LightRain,Minnow,1,N,N,HEOR,232,208,24,12,18,21,18,20,18,21,18,19,20,18,18,14,16,18,16,15,16,18,18,1,0,,,
177,June,6/17/22 18:15,6/18/22 9:50,15.58333333,LightRain,Minnow,1,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,June,6/17/22 18:15,6/18/22 9:50,15.58333333,LightRain,Fukui,2,N,N,HEOR,152,150,2,18,21,21,22,22,21,25,17,19,20,16,18,,,,,,,,,0,0,,,
177,June,6/17/22 18:15,6/18/22 9:50,15.58333333,LightRain,Fukui,2,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,June,6/17/22 18:15,6/18/22 9:50,15.58333333,LightRain,Minnow,2,N,N,HEOR,194,179,15,23,21,22,18,21,19,20,17,20,18,16,15,15,18,18,15,16,17,17,16,0,0,,,
177,June,6/17/22 18:15,6/18/22 9:50,15.58333333,LightRain,Minnow,2,N,N,LEAR,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,June,6/17/22 18:15,6/18/22 9:50,15.58333333,LightRain,Fukui,3,N,N,HEOR,101,96,5,20,17,17,19,21,18,18,21,20,22,19,16,17,17,17,,,,,,0,0,,,
177,June,6/17/22 18:15,6/18/22 9:50,15.58333333,LightRain,Fukui,3,N,N,LEAR,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,June,6/17/22 18:15,6/18/22 9:50,15.58333333,LightRain,Minnow,3,N,N,HEOR,229,216,13,18,22,19,19,21,16,21,18,19,20,15,15,16,16,18,15,14,14,16,12,0,0,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Fukui,1,N,N,CYAG,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Fukui,1,N,N,HEOR,80,76,4,21,20,24,24,20,20,21,18,20,19,19,19,19,18,,,,,,,0,0,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Fukui,1,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Minnow,1,N,N,HEOR,154,111,43,20,16,20,16,16,15,17,19,16,16,18,19,15,16,12,15,17,19,16,19,0,0,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Minnow,1,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Fukui,2,N,N,HEOR,93,89,4,20,20,21,17,23,19,25,19,20,21,20,19,19,21,,,,,,,0,0,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Fukui,2,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Minnow,2,N,N,HEOR,130,99,31,18,15,21,15,21,16,24,15,21,18,18,20,18,18,16,20,18,14,16,14,0,3,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Fukui,3,N,N,HENU,1,1,0,22,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Fukui,3,N,N,HEOR,56,52,4,20,19,23,22,21,21,25,22,19,21,20,19,19,18,,,,,,,0,0,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Fukui,3,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/14/22 16:20,7/15/22 8:35,16.25,Clouds,Minnow,3,N,N,HEOR,137,91,46,15,20,22,20,18,19,19,20,21,21,19,13,17,18,16,20,18,15,20,15,0,2,,,
177,August,8/24/22 14:20,8/25/22 6:15,15.91666667,Clear,Fukui,1,N,N,HEOR,180,173,7,19,19,20,20,18,20,19,22,18,21,16,22,19,18,16,19,21,,,,0,0,,,
177,August,8/24/22 14:20,8/25/22 6:15,15.91666667,Clear,Fukui,1,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,August,8/24/22 14:20,8/25/22 6:15,15.91666667,Clear,Minnow,1,N,N,HEOR,148,127,21,21,18,20,18,21,21,18,16,19,19,16,15,19,17,17,18,19,17,20,17,0,0,,,
177,August,8/24/22 14:20,8/25/22 6:15,15.91666667,Clear,Fukui,2,N,N,HEOR,59,56,3,18,25,18,17,19,22,21,19,22,15,16,20,18,,,,,,,,0,0,,,
177,August,8/24/22 14:20,8/25/22 6:15,15.91666667,Clear,Minnow,2,N,N,HEOR,161,141,20,17,16,19,18,16,19,18,20,18,19,19,21,16,18,17,17,14,18,20,15,0,0,,,
177,August,8/24/22 14:20,8/25/22 6:15,15.91666667,Clear,Minnow,2,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,August,8/24/22 14:20,8/25/22 6:15,15.91666667,Clear,Fukui,3,N,N,HEOR,266,253,13,21,21,17,22,21,18,17,22,16,22,17,22,17,19,20,18,20,17,18,21,0,0,,,
177,August,8/24/22 14:20,8/25/22 6:15,15.91666667,Clear,Fukui,3,N,N,LEAR,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,August,8/24/22 14:20,8/25/22 6:15,15.91666667,Clear,Minnow,3,N,N,HEOR,130,109,21,13,20,18,17,18,20,18,15,22,12,20,19,14,14,18,17,17,17,11,13,0,0,,,
177,April,4/23/23 17:55,4/24/23 9:30,15.58333333,Clouds,Fukui,1,N,N,HEOR,15,14,1,19,22,19,21,22,19,21,19,18,16,21,,,,,,,,,,0,0,,,
177,April,4/23/23 17:55,4/24/23 9:30,15.58333333,Clouds,Minnow,1,N,N,HEOR,88,76,12,21,20,17,23,20,18,23,25,18,20,21,19,15,18,15,18,17,20,17,15,0,0,,,
177,April,4/23/23 17:55,4/24/23 9:30,15.58333333,Clouds,Fukui,2,N,N,HENU,1,1,0,27,,,,,,,,,,,,,,,,,,,,0,0,,,
177,April,4/23/23 17:55,4/24/23 9:30,15.58333333,Clouds,Fukui,2,N,N,HEOR,6,5,1,22,19,21,24,20,,,,,,20,,,,,,,,,,0,0,,,
177,April,4/23/23 17:55,4/24/23 9:30,15.58333333,Clouds,Minnow,2,N,N,HEOR,59,46,13,21,25,18,24,21,22,17,21,17,18,13,14,15,17,21,16,20,16,18,15,0,0,,,
177,April,4/23/23 17:55,4/24/23 9:30,15.58333333,Clouds,Fukui,3,N,N,HEOR,13,13,0,22,21,24,23,25,22,25,22,20,21,,,,,,,,,,,0,0,,,
177,April,4/23/23 17:55,4/24/23 9:30,15.58333333,Clouds,Minnow,3,N,N,HEOR,81,59,22,24,22,22,14,23,21,21,16,23,21,13,20,17,17,15,18,15,18,19,17,0,0,,,
177,May,5/20/23 15:30,5/21/23 8:30,17,Clear,Fukui,1,N,N,HEOR,130,123,7,22,22,19,24,24,24,24,25,19,26,19,21,20,21,21,20,21,,,,0,1,,,
177,May,5/20/23 15:30,5/21/23 8:30,17,Clear,Fukui,1,N,N,HENU,1,0,1,,,,,,,,,,,21,,,,,,,,,,0,0,,,
177,May,5/20/23 15:30,5/21/23 8:30,17,Clear,Minnow,1,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
177,May,5/20/23 15:30,5/21/23 8:30,17,Clear,Minnow,1,N,N,HEOR,315,269,46,22,19,21,20,21,20,27,22,21,22,19,17,18,16,20,17,18,18,17,19,0,1,,,
177,May,5/20/23 15:30,5/21/23 8:30,17,Clear,Fukui,2,N,N,HEOR,38,37,1,20,21,23,21,24,21,15,24,18,24,19,,,,,,,,,,0,0,,,
177,May,5/20/23 15:30,5/21/23 8:30,17,Clear,Minnow,2,N,N,HEOR,281,221,60,26,21,21,22,17,21,24,22,22,21,16,20,17,17,15,18,15,16,16,18,1,4,,,
177,May,5/20/23 15:30,5/21/23 8:30,17,Clear,Minnow,2,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
177,May,5/20/23 15:30,5/21/23 8:30,17,Clear,Fukui,3,N,N,HEOR,83,72,11,18,19,18,24,22,21,21,21,22,24,19,21,17,18,20,18,19,13,20,19,0,0,,,
177,May,5/20/23 15:30,5/21/23 8:30,17,Clear,Fukui,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,May,5/20/23 15:30,5/21/23 8:30,17,Clear,Minnow,3,N,N,HEOR,330,255,75,21,22,24,18,24,17,21,22,17,23,18,21,19,17,17,18,18,19,18,20,0,4,,,
177,May,5/20/23 15:30,5/21/23 8:30,17,Clear,Minnow,3,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
529,August,8/9/23 9:30,8/10/23 7:38,22.13333333,Clouds,Fukui,2,N,N,HEOR,29,28,1,19,16,17,20,17,17,16,19,17,17,18,,,,,,,,,,0,0,,"Start soaking 11:50am, end soaking 2:45am",
177,June,6/7/23 17:47,6/8/23 10:21,16.56666667,Clear,Fukui,1,N,N,HEOR,44,40,4,26,25,22,22,21,21,21,26,22,21,20,23,22,18,,,,,,,0,0,,,
177,June,6/7/23 17:47,6/8/23 10:21,16.56666667,Clear,Minnow,1,N,N,HEOR,365,305,60,18,20,24,22,25,20,22,22,17,26,17,17,15,15,17,17,15,16,16,16,0,1,,,
177,June,6/7/23 17:47,6/8/23 10:21,16.56666667,Clear,Fukui,2,N,N,HENU,1,1,0,35,,,,,,,,,,,,,,,,,,,,0,0,,,
177,June,6/7/23 17:47,6/8/23 10:21,16.56666667,Clear,Fukui,2,N,N,HEOR,120,115,5,26,26,19,18,24,22,22,22,22,22,22,20,24,19,20,,,,,,0,0,,,
177,June,6/7/23 17:47,6/8/23 10:21,16.56666667,Clear,Fukui,2,N,N,LEAR,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,June,6/7/23 17:47,6/8/23 10:21,16.56666667,Clear,Minnow,2,N,N,HEOR,495,424,71,22,21,20,26,24,20,22,20,24,26,16,17,22,19,20,16,19,21,19,21,0,2,,,
177,June,6/7/23 17:47,6/8/23 10:21,16.56666667,Clear,Fukui,3,N,N,HEOR,92,88,4,23,20,27,21,19,22,25,19,23,24,19,19,18,20,,,,,,,0,0,,,
177,June,6/7/23 17:47,6/8/23 10:21,16.56666667,Clear,Fukui,3,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,
529,August,8/9/23 9:30,8/10/23 7:38,22.13333333,Clouds,Fukui,3,N,N,AMPH,2,,,,,,,,,,,,,,,,,,,,,,,0,,,"Start soaking 11:50am, end soaking 2:45am",
529,August,8/9/23 9:30,8/10/23 7:38,22.13333333,Clouds,Minnow,3,N,N,HEOR,97,82,15,17,16,19,20,17,20,15,14,20,16,14,14,15,17,15,13,12,11,14,11,0,0,,"Start soaking 11:50am, end soaking 2:45am",
177,June,6/7/23 17:47,6/8/23 10:21,16.56666667,Clear,Minnow,3,N,N,HEOR,445,365,80,20,22,24,20,23,22,18,23,21,29,20,17,17,17,16,19,18,14,20,16,0,0,,,
177,July,7/17/23 15:25,7/18/23 7:40,16.25,Clear,Fukui,1,N,N,HENU,1,1,0,26,,,,,,,,,,,,,,,,,,,,0,0,,,
177,July,7/17/23 15:25,7/18/23 7:40,16.25,Clear,Fukui,1,N,N,HEOR,40,38,2,21,27,22,22,23,20,20,23,21,21,19,20,,,,,,,,,0,0,,,
177,July,7/17/23 15:25,7/18/23 7:40,16.25,Clear,Fukui,1,N,N,CYAG,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/17/23 15:25,7/18/23 7:40,16.25,Clear,Fukui,1,N,N,LEAR,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/17/23 15:25,7/18/23 7:40,16.25,Clear,Minnow,1,N,N,HEOR,83,24,59,20,21,21,23,22,20,20,21,21,23,20,20,19,11,16,19,14,18,22,18,0,4,,,
177,July,7/17/23 15:25,7/18/23 7:40,16.25,Clear,Minnow,1,N,N,LEAR,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/17/23 15:25,7/18/23 7:40,16.25,Clear,Fukui,2,N,N,HEOR,110,106,4,25,20,23,20,22,26,21,20,22,23,19,20,21,19,,,,,,,0,0,,,
177,July,7/17/23 15:25,7/18/23 7:40,16.25,Clear,Fukui,2,N,N,LEAR,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
177,July,7/17/23 15:25,7/18/23 7:40,16.25,Clear,Minnow,2,N,N,HEOR,303,256,47,23,17,18,24,23,20,23,22,22,23,19,16,16,19,14,20,19,22,18,21,1,2,,,
177,July,7/17/23 15:25,7/18/23 7:40,16.25,Clear,Minnow,2,N,N,HENU,1,0,1,,,,,,,,,,,23,,,,,,,,,,0,0,,,
177,July,7/17/23 15:25,7/18/23 7:40,16.25,Clear,Fukui,3,N,N,HEOR,53,46,7,21,19,22,22,21,24,23,20,24,20,21,21,21,19,18,20,19,,,,0,1,,,
382,August,8/10/23 8:49,8/11/23 6:20,21.51666667,Clear,Fukui,1,N,N,HEOR,24,22,2,17,21,17,19,17,19,17,20,18,17,15,19,,,,,,,,,0,0,,"Start soaking 12:30, end soaking 3:35am",
382,August,8/10/23 8:49,8/11/23 6:20,21.51666667,Clear,Fukui,1,N,N,MEMA,1,1,0,74,,,,,,,,,,,,,,,,,,,,0,0,,"Start soaking 12:30, end soaking 3:35am",
382,August,8/10/23 8:49,8/11/23 6:20,21.51666667,Clear,Fukui,2,N,N,HEOR,23,23,0,25,20,21,20,19,18,16,19,16,18,,,,,,,,,,,0,0,,"Start soaking 12:30, end soaking 3:35am",
382,August,8/10/23 8:49,8/11/23 6:20,21.51666667,Clear,Fukui,2,N,N,MEMA,2,1,1,71,,,,,,,,,,69,,,,,,,,,,0,0,,"Start soaking 12:30, end soaking 3:35am",
382,August,8/10/23 8:49,8/11/23 6:20,21.51666667,Clear,Fukui,2,N,N,BAAT,2,,,,,,,,,,,,,,,,,,,,,,,0,,,"Start soaking 12:30, end soaking 3:35am",
382,August,8/10/23 8:49,8/11/23 6:20,21.51666667,Clear,Minnow,2,N,N,HEOR,196,164,32,20,14,13,16,21,16,19,17,14,11,19,19,16,18,14,14,20,16,17,15,0,0,,"Start soaking 12:30, end soaking 3:35am",
382,August,8/10/23 8:49,8/11/23 6:20,21.51666667,Clear,Fukui,3,N,N,HEOR,70,65,5,20,17,19,17,18,19,16,17,17,18,18,18,17,17,19,,,,,,0,0,,"Start soaking 12:30, end soaking 3:35am",
382,August,8/10/23 8:49,8/11/23 6:20,21.51666667,Clear,Fukui,3,N,N,MEMA,1,1,0,64,,,,,,,,,,,,,,,,,,,,0,0,,"Start soaking 12:30, end soaking 3:35am",
382,August,8/10/23 8:49,8/11/23 6:20,21.51666667,Clear,Fukui,3,N,N,BAAT,2,,,,,,,,,,,,,,,,,,,,,,,0,,,"Start soaking 12:30, end soaking 3:35am",
382,August,8/10/23 8:49,8/11/23 6:20,21.51666667,Clear,Minnow,3,N,N,HEOR,132,118,14,13,15,16,17,10,15,11,11,14,19,14,14,17,22,12,12,17,14,15,12,0,0,,"Start soaking 12:30, end soaking 3:35am",
382,August,8/10/23 8:49,8/11/23 6:20,21.51666667,Clear,Minnow,3,N,N,NASS,1,,,,,,,,,,,,,,,,,,,,,,,0,,,"Start soaking 12:30, end soaking 3:35am",
198,April,4/15/16 16:45,4/16/16 14:10,21.41666667,Clouds,Fukui,1,N,N,HENU,1,0,1,,,,,,,,,,,22,,,,,,,,,,0,0,,,
198,April,4/15/16 16:45,4/16/16 14:10,21.41666667,Clouds,Fukui,1,N,N,HEOR,14,14,0,21,21,20,21,22,22,23,21,20,21,,,,,,,,,,,0,0,,,
528,June,6/14/23 10:25,6/15/23 6:30,20.08333333,Clouds,Fukui,1,N,N,HEOR,11,9,2,21,25,16,29,22,19,22,22,25,,21,21,,,,,,,,,0,0,,"Start soaking 2:35pm, end soaking 5:40am",
198,April,4/15/16 16:45,4/16/16 14:10,21.41666667,Clouds,Minnow,1,N,N,HEOR,61,55,6,20,17,20,18,23,16,17,21,20,20,14,16,15,14,16,18,,,,,0,0,,,
198,April,4/15/16 16:45,4/16/16 14:10,21.41666667,Clouds,Fukui,2,Y,N,EMPTY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,April,4/15/16 16:45,4/16/16 14:10,21.41666667,Clouds,Minnow,2,N,N,HENU,2,0,2,,,,,,,,,,,19,16,,,,,,,,,0,0,,,
198,April,4/15/16 16:45,4/16/16 14:10,21.41666667,Clouds,Minnow,2,N,N,HEOR,60,48,12,18,20,14,20,14,19,21,18,19,20,14,16,14,18,12,15,14,12,15,14,0,0,,,
198,April,4/15/16 16:45,4/16/16 14:10,21.41666667,Clouds,Minnow,2,N,N,LEAR,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,
198,April,4/15/16 16:45,4/16/16 14:10,21.41666667,Clouds,Fukui,3,N,N,HEOR,1,1,0,21,,,,,,,,,,,,,,,,,,,,0,0,,,
198,April,4/15/16 16:45,4/16/16 14:10,21.41666667,Clouds,Minnow,3,N,N,HENU,3,0,3,,,,,,,,,,,13,17,16,,,,,,,,0,0,,,
198,April,4/15/16 16:45,4/16/16 14:10,21.41666667,Clouds,Minnow,3,N,N,HEOR,40,32,8,17,21,22,20,23,13,20,19,14,18,14,17,18,20,17,16,17,17,,,0,0,,,
198,April,4/15/16 16:45,4/16/16 14:10,21.41666667,Clouds,Minnow,3,N,N,LEAR,19,,,,,,,,,,,,,,,,,,,,,,,0,,,,
198,May,5/8/16 15:00,5/9/16 10:03,19.05,Clear,Fukui,1,Y,N,EMPTY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,May,5/8/16 15:00,5/9/16 10:03,19.05,Clear,Minnow,1,N,N,HEOR,60,56,4,22,18,21,22,21,12,18,16,19,15,19,14,21,15,,,,,,,0,0,,,
198,May,5/8/16 15:00,5/9/16 10:03,19.05,Clear,Minnow,1,N,N,LEAR,7,,,,,,,,,,,,,,,,,,,,,,,0,,,,
198,May,5/8/16 15:00,5/9/16 10:03,19.05,Clear,Fukui,2,N,N,HEOR,2,2,0,25,18,,,,,,,,,,,,,,,,,,,0,0,,,
198,May,5/8/16 15:00,5/9/16 10:03,19.05,Clear,Minnow,2,N,N,HEOR,105,81,24,20,19,22,20,14,21,13,18,17,17,13,13,16,17,15,17,16,15,15,14,0,0,,,
