Effort_Type,Date_Deployed,Date_Retrieved,StartTime_Deployed,EndTime_Deployed,StartTime_Retrieved,EndTime_Retrieved,Weather,Personnel,Management_Area,Waterbody,Site_ID,Site_Name,Index,DistanceMouth,Site_Info,County,Trap_Effort,Trap_Type,Trap_Number,Trap_Info,Bait,Latitude,Longitude,Date_Checked,Year,CAMA_Total,CAMA_Male,CAMA_Female,HEOR,LEAR,HENU,GAAC,CYAG,MEMA,PAHI,PAGR,COAS,OLMA,FLAT,PLST,BAAT,NASS,BROK,SAND,BUBB,ILOB,JELL,TECH,ELFS,MEGR,CAPR,PAMA Present,PAMA,Other_Bycatch,Mortalities,Notes,Data_Source,TrackedChanges
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,3-P,C.P.02,Mackerel,48.989081,-122.755697,7/21/20,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,64-P,C.P.03,Mackerel,48.989148,-122.755547,7/21/20,2020,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,369-R,C.P.04,Mackerel,48.989186,-122.755448,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,394-R,C.P.05,Mackerel,48.989014,-122.755339,7/21/20,2020,0,0,0,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,8-P,C.P.06,Mackerel,48.988945,-122.755304,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,1182-B,C.P.07,Mackerel,48.98891,-122.755218,7/21/20,2020,0,0,0,100,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None Detected,0,HERM-1,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,7-P,C.P.08,Mackerel,48.98893,-122.75506,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,365-R,C.P.09,Mackerel,48.988736,-122.75504,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,139-P,C.P.10,Mackerel,48.988674,-122.754934,7/21/20,2020,0,0,0,47,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,HERM-3,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,16-P,C.P.11,Mackerel,48.988587,-122.754802,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,1179-B,C.P.12,Mackerel,48.988684,-122.75473,7/21/20,2020,0,0,0,63,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,GAAC-1,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,11-P,C.P.13,Mackerel,48.988711,-122.754834,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,1180-B,C.P.14,Mackerel,48.988765,-122.754956,7/21/20,2020,0,0,0,27,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,HERM-1,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,1190-B,C.P.15,Mackerel,48.988894,-122.754407,7/21/20,2020,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,HEOR-1,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,384-R,C.P.16,Mackerel,48.988841,-122.754293,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,1177-B,C.P.17,Mackerel,48.988774,-122.754242,7/21/20,2020,0,0,0,107,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,HERM-2,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,4-P,C.P.18,Mackerel,48.988708,-122.754084,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,1387-P,C.P.19,Mackerel,48.988646,-122.754055,7/21/20,2020,0,0,0,125,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,GAAC-1,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,22-P,C.P.20,Mackerel,48.988556,-122.754087,7/21/20,2020,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,1378-P,C.P.21,Mackerel,48.988615,-122.753806,7/21/20,2020,0,0,0,78,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,HERM-1,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,381-R,C.P.22,Mackerel,48.988521,-122.753649,7/21/20,2020,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,24-P,C.P.23,Mackerel,48.989406,-122.754144,7/21/20,2020,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,674-P,C.P.24,Mackerel,48.989454,-122.753868,7/21/20,2020,0,0,0,44,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,GAAC-1,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,1068-B,C.P.25,Mackerel,48.989484,-122.753725,7/21/20,2020,0,0,0,27,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,633-P,C.P.26,Mackerel,48.989564,-122.753291,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Fukui,636-P,C.P.27,Mackerel,48.989519,-122.753813,7/21/20,2020,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/24/20,9:20,9:40,12:10,12:50,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,North,,,Core; Pillars,Whatcom,112,Minnow,375-R,C.P.28,Mackerel,48.989577,-122.754141,7/21/20,2020,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,14:30,14:40,12:05,12:25,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,East,,,Core; No Name Creek,Whatcom,20,Minnow,1381-P,C.NNC.01,Mackerel,48.96812,-122.732892,7/21/20,2020,0,0,0,31,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,FLAT-1; LEAR-7,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,14:30,14:40,12:05,12:25,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,East,,,Core; No Name Creek,Whatcom,20,Fukui,627-P,C.NNC.02,Mackerel,48.968136,-122.732941,7/21/20,2020,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,14:30,14:40,12:05,12:25,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,East,,,Core; No Name Creek,Whatcom,20,Minnow,1063-B,C.NNC.03,Mackerel,48.968177,-122.733036,7/21/20,2020,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,14:30,14:40,12:05,12:25,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,East,,,Core; No Name Creek,Whatcom,20,Fukui,367-R,C.NNC.04,Mackerel,48.968196,-122.733133,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,14:30,14:40,12:05,12:25,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,East,,,Core; No Name Creek,Whatcom,20,Minnow,52-P,C.NNC.05,Mackerel,48.968234,-122.733225,7/21/20,2020,0,0,0,12,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,14:30,14:40,12:05,12:25,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,East,,,Core; No Name Creek,Whatcom,20,Fukui,618-P,C.NNC.06,Mackerel,48.968223,-122.733319,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,14:30,14:40,12:05,12:25,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,East,,,Core; No Name Creek,Whatcom,20,Minnow,1198-B,C.NNC.07,Mackerel,48.968172,-122.73338,7/21/20,2020,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,14:30,14:40,12:05,12:25,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,East,,,Core; No Name Creek,Whatcom,20,Fukui,648-P,C.NNC.08,Mackerel,48.968143,-122.733462,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,14:30,14:40,12:05,12:25,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,East,,,Core; No Name Creek,Whatcom,20,Minnow,95-P,C.NNC.09,Mackerel,48.968085,-122.733561,7/21/20,2020,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,GAAC-1,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,14:30,14:40,12:05,12:25,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,East,,,Core; No Name Creek,Whatcom,20,Fukui,624-P,C.NNC.10,Mackerel,48.967992,-122.733701,7/21/20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,GAAC-1,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,11:15,11:48,14:00,14:30,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,50,Minnow,1071-B,C.CC.16,Mackerel,48.959662,-122.734306,7/21/20,2020,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,11:15,11:48,14:00,14:30,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,50,Minnow,138-P,C.CC.17,Mackerel,48.959786,-122.734212,7/21/20,2020,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,11:15,11:48,14:00,14:30,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,50,Minnow,1184-B,C.CC.18,Mackerel,48.959888,-122.73412,7/21/20,2020,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,11:15,11:48,14:00,14:30,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,50,Minnow,131-P,C.CC.19,Mackerel,48.960063,-122.734079,7/21/20,2020,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,11:15,11:48,14:00,14:30,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,50,Minnow,1065-B,C.CC.20,Mackerel,48.960249,-122.734125,7/21/20,2020,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,11:15,11:48,14:00,14:30,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,50,Minnow,1183-B,C.CC.21,Mackerel,48.960137,-122.734107,7/21/20,2020,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,11:15,11:48,14:00,14:30,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,50,Minnow,65-P,C.CC.22,Mackerel,48.96034,-122.734177,7/21/20,2020,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,0,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,11:15,11:48,14:00,14:30,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,50,Minnow,1367-P,C.CC.23,Mackerel,48.960447,-122.7343,7/21/20,2020,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,SHRIMP-2,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,11:15,11:48,14:00,14:30,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,50,Minnow,113-P,C.CC.24,Mackerel,48.960619,-122.734491,7/21/20,2020,0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,None Detected,0,0,GAAC-1,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Control,7/20/20,7/22/20,11:15,11:48,14:00,14:30,Sunny,"WDFW: Lindsey Parker, April Fleming; NWSC: Allie Simpson",North Puget Sound,Drayton Harbor,N/A,California Creek,,,Core,Whatcom,50,Minnow,129-P,C.CC.25,Mackerel,48.960694,-122.734574,7/21/20,2020,0,0,0,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None Detected,0,SHRIMP-3,GAAC-1; SHRIMP-3,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
